"P1","P2","P3","P4","P5","Team","Mins","PTS","oPTS","POSS","oPOSS","ePOSS","ORTG","DRTG","NETRTG","FG.","oFG.","TPP","oTPP","FTP","oFTP","eFG.","oeFG.","TS.","oTS.","RIM.","oRIM.","MID.","oMID.","TPrate","oTPrate","RIMrate","oRIMrate","MIDrate","oMIDrate","FTrate","oFTrate","ASTrate","oASTrate","TOrate","oTOrate","BLKrate","oBLKrate","ORB.","DRB.","PACE","ShotsPerPoss","oShotsPerPoss","FGA","oFGA","FGM","oFGM","TPA","oTPA","TPM","oTPM","FTA","oFTA","FTM","oFTM","RIMA","oRIMA","RIMM","oRIMM","ORB","oORB","DRB","oDRB","BLK","oBLK","TO","oTO","AST","oAST","Opponent"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","North Carolina",1.783,4,2,2,2,2,200,100,100,0.667,0,0,0,0,1,0.667,0,0.667,0.513,1,0,0,0,0.333,0,0.667,1,0,0,0,2,0.5,0,0,0,0,0,1,1,26.75,1.5,1,3,1,2,0,1,0,0,0,0,2,0,2,2,1,2,0,1,0,1,0,0,0,0,0,1,0,"N.C. Central"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.733,0,0,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0.5,1,1,0.5,0.5,0.5,20.8,1,0.667,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,1,2,0,0,"N.C. Central"
"ANDREW.PLATEK","CALEB.LOVE","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"ANDREW.PLATEK","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.45,3,5,4,2,3,100,166.667,-66.667,0.5,1,0,1,1,0,0.5,1.25,0.606,1.25,1,1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0,1,0,0.25,0,0,0,0,0,14.5,0.75,1,2,2,1,2,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,"N.C. Central"
"ANDREW.PLATEK","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"ANDREW.PLATEK","DAYRON.SHARPE","PUFF.JOHNSON","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","North Carolina",1.05,3,2,2,2,2,150,100,50,0,0.5,0,0,1,0,0,0.5,0.619,0.5,0,1,0,0,1,0,0,0.5,0,0.5,3,0,0,1,0,0,0,0,1,1,15.75,1.5,1,1,2,0,1,1,0,0,0,3,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,"N.C. Central"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","PUFF.JOHNSON","North Carolina",1.5,3,2,2,2,2,150,100,50,0.5,0.5,0,0,0.5,0,0.5,0.5,0.508,0.5,1,1,0,0,0.5,0.5,0.5,0.5,0,0,1,0,0,0,0,0,0,0,1,1,22.5,1.5,1,2,2,1,1,1,1,0,0,2,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,"N.C. Central"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",15.233,25,27,27,26,26.5,94.34,101.887,-7.547,0.412,0.579,0,0.6,0.688,1,0.412,0.658,0.508,0.677,0.8,0.8,0.375,0.444,0.235,0.263,0.294,0.263,0.471,0.474,0.941,0.105,0.429,0.727,0.259,0.37,0.053,0,0.333,0.5,17.245,0.926,0.769,17,19,7,11,4,5,0,3,16,2,11,2,5,5,4,4,5,4,4,10,1,0,7,10,3,8,"N.C. Central"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",2.75,7,6,6,5,5.5,127.273,109.091,18.182,0.75,0.5,0,0,1,0,0.75,0.5,0.782,0.5,1,0.667,0,0.333,0,0,0.75,0.5,0.25,0.5,0.25,0,0.667,0.333,0.167,0,0,0,0,0.667,15,0.833,1.2,4,6,3,3,0,0,0,0,1,0,1,0,3,3,3,2,0,1,2,1,0,0,1,0,2,1,"N.C. Central"
"CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0.567,1,3,1,1,1,100,300,-200,0,1,0,1,1,0,0,1.5,0.339,1.5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,17,2,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N.C. Central"
"CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","PUFF.JOHNSON","WALKER.KESSLER","North Carolina",1.4,1,2,3,3,3,33.333,66.667,-33.333,0,0.333,0,0,1,0,0,0.333,1.053,0.333,0,0.5,0,0,0,0,0,0.667,0,0.333,0,0,0,0,0.667,0,0.667,0,0,1,14,0.333,1,0,3,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,0,2,0,2,0,0,0,"N.C. Central"
"CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","PUFF.JOHNSON","WALKER.KESSLER","North Carolina",0.2,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"N.C. Central"
"CALEB.LOVE","DAYRON.SHARPE","PUFF.JOHNSON","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,1,0,1,0,0.5,200,0,200,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","PUFF.JOHNSON","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"DAYRON.SHARPE","KERWIN.WALTON","PUFF.JOHNSON","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.617,3,6,5,4,4.5,66.667,133.333,-66.667,0.5,0.5,0,1,1,0.75,0.5,0.75,0.606,0.769,1,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,2,1,1,0.4,0,0,0,0,1,10.778,0.6,1,2,2,1,1,1,1,0,1,1,4,1,3,1,0,1,0,0,0,1,1,0,0,2,0,1,1,"N.C. Central"
"DAYRON.SHARPE","LEAKY.BLACK","PUFF.JOHNSON","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.133,3,2,3,3,3,100,66.667,33.333,0,0.333,0,0,1,0,0,0.333,1.053,0.333,0,1,0,0,0,0.667,0,0.333,0,0,0,0,0,1,0.333,0,0,0,0,1,11.333,0.667,1,0,3,0,1,0,2,0,0,3,0,3,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,"N.C. Central"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","North Carolina",6.333,13,13,12,10,11,118.182,118.182,0,0.4,0.75,0,0,0.25,0.778,0.4,0.75,0.385,0.785,0.5,0.5,0.5,1,0.2,0,0.4,0.5,0.4,0.5,0.267,2.25,0.5,0.333,0.083,0.083,0.25,0.067,0.545,1,17.273,1.417,0.9,15,4,6,3,3,0,0,0,4,9,1,7,6,2,3,1,6,0,3,5,1,1,1,1,3,1,"Kentucky"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","PUFF.JOHNSON","North Carolina",0.933,0,2,1,1,1,0,200,-200,0,0.333,0,0,0,0,0,0.333,0,0.333,0,0,0,1,1,0,0,0.667,0,0.333,0,0,0,0,0,0,0.333,0,0,0.333,28,1,3,1,3,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,1,0,0,0,0,0,"Kentucky"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","North Carolina",0.267,2,0,1,1,1,200,0,200,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"Kentucky"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","North Carolina",1.55,4,1,4,3,3.5,114.286,28.571,85.714,0.333,0,0,0,0.667,0.5,0.333,0,0.452,0.256,1,0,0,0,0,0,0.333,0,0.667,1,1,2,0,0,0,0.25,0,0.333,0.333,1,13.286,1.25,0.667,3,1,1,0,0,0,0,0,3,2,2,1,1,0,1,0,1,0,1,2,0,1,0,1,0,0,"Kentucky"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","KERWIN.WALTON","LEAKY.BLACK","North Carolina",0,1,0,1,0,0.5,200,0,200,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ANDREW.PLATEK","ARMANDO.BACOT","DAYRON.SHARPE","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ANDREW.PLATEK","ARMANDO.BACOT","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ANDREW.PLATEK","ARMANDO.BACOT","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",3.55,7,4,6,5,5.5,127.273,72.727,54.545,0.333,0.4,0,0,0.5,0,0.333,0.4,0.395,0.336,1,1,0.5,0,0.5,0,0.167,0.4,0.333,0.6,1,0.4,0.5,0,0,0.167,0,0,0.5,0.5,19.364,1.5,1.2,6,5,2,2,3,0,0,0,6,2,3,0,1,2,1,2,3,2,2,3,0,0,0,1,1,0,"Kentucky"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","North Carolina",1.467,7,2,3,3,3,233.333,66.667,166.667,1,0.333,1,0,0,0,1.167,0.333,1.167,0.333,0,0,1,0.5,0.333,0.333,0,0,0.667,0.667,0,0,0.333,0,0,0,0.333,0,0,1,14.667,1,1,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,"Kentucky"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","North Carolina",3.583,5,5,6,8,7,71.429,71.429,0,0.4,0.2,0.5,0,0,0.6,0.5,0.2,0.5,0.339,0.5,1,0,0,0.4,0.4,0.4,0.2,0.2,0.4,0,1,1,1,0.167,0.333,0,0.2,0,0.5,15.357,0.833,1,5,5,2,1,2,2,1,0,0,5,0,3,2,1,1,1,0,2,2,3,0,1,1,2,2,1,"Kentucky"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","WALKER.KESSLER","North Carolina",2.267,2,2,4,5,4.5,44.444,44.444,0,0.333,0,0,0,0,0.5,0.333,0,0.333,0.169,1,0,0,0,0.333,0.25,0.333,0.25,0.333,0.5,0,1,0,0,0.25,0.25,0,0,0,0.5,15.111,0.75,1.2,3,4,1,0,1,1,0,0,0,4,0,2,1,1,1,0,0,2,2,2,0,0,1,1,0,0,"Kentucky"
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","North Carolina",1.783,5,3,6,5,5.5,90.909,54.545,36.364,0,0.333,0,0,1,0.5,0,0.333,0.741,0.38,0,0,0,1,0,0.333,0,0.333,1,0.333,5,0.667,0,0,0.333,0.333,0,1,0,0.5,9.727,0.667,0.8,1,3,0,1,0,1,0,0,5,2,5,1,0,1,0,0,0,1,1,0,0,1,2,2,0,0,"Kentucky"
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ANDREW.PLATEK","CALEB.LOVE","KERWIN.WALTON","PUFF.JOHNSON","WALKER.KESSLER","North Carolina",0,1,0,1,0,0.5,200,0,200,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",1.95,2,6,5,4,4.5,44.444,133.333,-88.889,0.333,0.667,0,0.667,0,0,0.333,1,0.288,1,0.5,0,0,0,0.333,1,0.667,0,0,0,0.333,0,0,1,0.4,0.2,0,0,0.333,1,13,0.8,0.75,3,3,1,2,1,3,0,2,1,0,0,0,2,0,1,0,1,0,1,2,0,0,2,1,0,2,"Kentucky"
"ANDREW.PLATEK","KERWIN.WALTON","PUFF.JOHNSON","RYAN.MCADOO","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","LEAKY.BLACK","North Carolina",0,1,0,1,0,0.5,200,0,200,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","North Carolina",2.417,5,2,3,4,3.5,142.857,57.143,85.714,0.667,0.25,0.5,0,0,0,0.833,0.25,0.833,0.25,1,0,0,0.333,0.667,0.25,0.333,0,0,0.75,0,0,0.5,0,0,0.333,0,0,0,0.667,20.714,1,1,3,4,2,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,1,1,0,"Kentucky"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","North Carolina",4.45,11,6,8,9,8.5,129.412,70.588,58.824,0.5,0.5,1,0,0.75,0.667,0.667,0.5,0.696,0.553,1,1,0,0.333,0.333,0,0.167,0.25,0.5,0.75,0.667,0.75,1,0.5,0.25,0.375,0,0,0.5,1,15.706,1,0.667,6,4,3,2,2,0,2,0,4,3,3,2,1,1,1,1,2,0,3,2,0,0,2,3,3,1,"Kentucky"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",5.05,6,11,7,6,6.5,92.308,169.231,-76.923,0.375,0.833,0,0.5,0,0,0.375,0.917,0.375,0.917,1,1,0.333,1,0.375,0.333,0.25,0.5,0.375,0.167,0,0,1,0.6,0.143,0.143,0,0,0.4,0,23.308,1.143,1,8,6,3,5,3,2,0,1,0,0,0,0,2,3,2,3,2,1,0,3,0,0,1,1,3,3,"Kentucky"
"ARMANDO.BACOT","DAYRON.SHARPE","KERWIN.WALTON","PUFF.JOHNSON","RJ.DAVIS","North Carolina",1.5,0,4,3,4,3.5,0,114.286,-114.286,0,0.5,0,0,0,0,0,0.5,0,0.447,0,0,0,0.5,0,0,0,0,1,1,1,0.25,0,0,0.333,0,0,0,0,0.5,12.857,0.667,1.25,1,4,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,"Kentucky"
"ARMANDO.BACOT","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","PUFF.JOHNSON","North Carolina",0.983,3,0,2,1,1.5,200,0,200,1,0,0,0,0.5,0,1,0,0.769,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,19.667,1,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Kentucky"
"ARMANDO.BACOT","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"ARMANDO.BACOT","GARRISON.BROOKS","KERWIN.WALTON","PUFF.JOHNSON","RJ.DAVIS","North Carolina",1.7,0,2,1,2,1.5,0,133.333,-133.333,0,0,0,0,0,1,0,0,0,0.339,0,0,0,0,1,0.5,0,0,0,0.5,0,1,0,0,0,1,0,0,0,0,34,1,1.5,1,2,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,"Kentucky"
"CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
"CREIGHTON.LEBO","KJ.SMITH","PUFF.JOHNSON","RYAN.MCADOO","WALKER.KESSLER","North Carolina",0.217,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Kentucky"
"KERWIN.WALTON","KJ.SMITH","PUFF.JOHNSON","RYAN.MCADOO","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky"
